m	n	phi	batch	rule	winners	score_upper	score_lower	num_pruned_voters	t_quick_bounds_sec	t_pruning_sec	t_solver_sec	t_total_sec
40	1000	0.5	5	Plurality	(32,)	32.95104894148957	31.951048941490527	1	0.012665748596191406	0.00842428207397461	14.124325513839722	14.214832782745361
40	1000	0.5	5	2-approval	(32,)	60.96169429373667	60.96169429373677	0	0.012703418731689453	0.008190155029296875	14.173806190490723	14.267585754394531
40	1000	0.5	5	Borda	(19,)	20234.653856686593	20156.653856686586	2	0.012758016586303711	0.00858449935913086	31.50623655319214	31.6931095123291
80	1000	0.5	6	Plurality	(42,)	18.77694475462792	18.776944754628367	0	0.025336265563964844	0.01627802848815918	113.19688677787781	113.39192461967468
80	1000	0.5	6	2-approval	(42,)	33.988182561435366	33.988182561435025	0	0.02522730827331543	0.016289472579956055	114.85013723373413	115.05830359458923
80	1000	0.5	6	Borda	(47,)	41568.58404160076	41410.58404160078	2	0.02531886100769043	0.019004106521606445	273.84278202056885	274.4383726119995
10	10000	0.5	6	Plurality	(1,)	1025.205278592383	1019.2052785923736	6	0.032668352127075195	0.031434059143066406	3.233431577682495	3.5005693435668945
10	10000	0.5	6	2-approval	(4,)	2032.2008022908958	2030.2008022910406	2	0.032764434814453125	0.03164196014404297	3.3997910022735596	3.670299768447876
10	10000	0.5	6	Borda	(4,)	45510.345829014295	45330.34582901398	20	0.032852888107299805	0.03211402893066406	5.410399913787842	5.74220085144043
20	1000	0.5	5	Plurality	(19,)	54.98439405860142	54.984394058603186	0	0.006367206573486328	0.004874229431152344	1.9885292053222656	2.0327048301696777
20	1000	0.5	5	2-approval	(2,)	110.05410746618469	108.0541074661863	2	0.006346464157104492	0.004889011383056641	2.060260772705078	2.1081650257110596
20	1000	0.5	5	Borda	(12,)	9820.384408862843	9763.384408862767	3	0.00635218620300293	0.004924774169921875	3.8923752307891846	3.9592065811157227
10	1000	0.5	2	Plurality	(4,)	109.33333333332851	109.33333333333324	0	0.003230571746826172	0.0030748844146728516	0.31697702407836914	0.339404821395874
10	1000	0.5	2	2-approval	(4,)	216.2423228561031	214.24232285610904	2	0.00324249267578125	0.003119945526123047	0.3326139450073242	0.356217622756958
10	1000	0.5	2	Borda	(4,)	4603.291193124628	4594.291193124623	1	0.0032110214233398438	0.003161191940307617	0.5349569320678711	0.5635697841644287
10	100	0.5	5	Plurality	(6,)	12.892473118279488	11.89247311827957	1	0.0003266334533691406	0.0003228187561035156	0.03129911422729492	0.03358316421508789
10	100	0.5	5	2-approval	(6,)	22.49732856626363	22.497328566263604	0	0.00032591819763183594	0.0003299713134765625	0.033867835998535156	0.03630971908569336
10	100	0.5	5	Borda	(1,)	466.0937230756978	466.09372307569794	0	0.0003237724304199219	0.0003352165222167969	0.05238914489746094	0.05534958839416504
40	1000	0.5	7	Plurality	(14,)	33.80949355468449	31.809493554685808	2	0.012694120407104492	0.008360862731933594	14.12391448020935	14.21453857421875
40	1000	0.5	7	2-approval	(14,)	60.03483644599659	59.03483644599767	1	0.012733936309814453	0.008448123931884766	14.400991678237915	14.499097347259521
40	1000	0.5	7	Borda	(38,)	20156.86920628842	20000.869206288393	4	0.012588739395141602	0.009106636047363281	31.51240086555481	31.703454971313477
10	10000	0.5	8	Plurality	(4,)	1050.6177908113218	1036.617790811338	14	0.03261280059814453	0.03139972686767578	3.182683229446411	3.436514377593994
10	10000	0.5	8	2-approval	(4,)	2065.0602751203055	2049.0602751204683	16	0.03233075141906738	0.030668258666992188	3.3911569118499756	3.626413345336914
10	10000	0.5	8	Borda	(3,)	45494.779896256005	45350.779896256085	16	0.032651662826538086	0.031697988510131836	5.353225946426392	5.645352602005005
20	1000	0.5	7	Plurality	(11,)	56.73520635147445	56.73520635147686	0	0.006329774856567383	0.00494694709777832	1.987562656402588	2.0321264266967773
20	1000	0.5	7	2-approval	(4,)	114.5764320479519	111.57643204795305	3	0.0064165592193603516	0.004918098449707031	2.0333497524261475	2.079881429672241
20	1000	0.5	7	Borda	(5,)	9806.735729874044	9730.73572987406	4	0.006339311599731445	0.005078554153442383	3.9056923389434814	3.973595380783081
10	1000	0.5	4	Plurality	(5,)	109.83577712609372	108.8357771260997	1	0.0032498836517333984	0.0031647682189941406	0.3198866844177246	0.34212207794189453
10	1000	0.5	4	2-approval	(5,)	217.61954307291927	215.61954307292268	2	0.0032231807708740234	0.0031075477600097656	0.3323550224304199	0.35556888580322266
10	1000	0.5	4	Borda	(5,)	4607.739908842988	4607.739908842976	0	0.0032346248626708984	0.003282308578491211	0.5314242839813232	0.5607218742370605
40	1000	0.5	0	Plurality	(26,)	30.870338118537596	29.870338118539465	1	0.012633562088012695	0.008870601654052734	14.165805339813232	14.25800085067749
40	1000	0.5	0	2-approval	(38,)	56.47404229988466	56.47404229988507	0	0.012690305709838867	0.008734464645385742	14.42682933807373	14.523818969726562
40	1000	0.5	0	Borda	(38,)	20405.49777677671	20288.49777677672	3	0.012661457061767578	0.009361028671264648	31.460020780563354	31.648800134658813
80	1000	0.5	1	Plurality	(59,)	15.959032847942229	15.959032847942781	0	0.025154829025268555	0.01766514778137207	113.93644213676453	114.14132285118103
80	1000	0.5	1	2-approval	(45,)	32.07895550582444	32.07895550582442	0	0.02532958984375	0.018091917037963867	115.1395378112793	115.35541725158691
80	1000	0.5	1	Borda	(27,)	42139.29098970596	41349.2909897058	10	0.025178909301757812	0.02183055877685547	272.52040100097656	273.124715089798
40	1000	0.5	9	Plurality	(29,)	38.116578223136	34.116578223137424	4	0.012761116027832031	0.008301734924316406	13.984770059585571	14.074954271316528
40	1000	0.5	9	2-approval	(29,)	68.16943749740017	63.169437497400615	5	0.01262044906616211	0.008372068405151367	14.251007080078125	14.34787368774414
40	1000	0.5	9	Borda	(24,)	20473.087733832566	20356.087733832566	3	0.012529611587524414	0.008464813232421875	31.318068027496338	31.50363826751709
10	10000	0.5	1	Plurality	(2,)	1073.6207233626717	1045.6207233626594	28	0.03244376182556152	0.031256914138793945	3.2032697200775146	3.4640982151031494
10	10000	0.5	1	2-approval	(2,)	2109.589121439785	2064.589121439854	45	0.032529354095458984	0.031110763549804688	3.3622219562530518	3.600294589996338
10	10000	0.5	1	Borda	(2,)	45795.323428970354	45435.32342897015	40	0.0325620174407959	0.03164863586425781	5.354961156845093	5.643182277679443
20	1000	0.5	0	Plurality	(13,)	58.35574088643855	58.35574088644095	0	0.006362438201904297	0.004830598831176758	1.963003158569336	2.0075905323028564
20	1000	0.5	0	2-approval	(13,)	116.67347454604544	114.67347454604567	2	0.006409406661987305	0.0047795772552490234	2.0044634342193604	2.0510904788970947
20	1000	0.5	0	Borda	(11,)	9854.444232764088	9778.4442327641	4	0.008029460906982422	0.00484776496887207	3.8986475467681885	3.9674317836761475
10	1000	0.5	6	Plurality	(5,)	114.51319648093296	110.51319648093839	4	0.003221750259399414	0.0030281543731689453	0.3178253173828125	0.34087371826171875
